ID,Job Code,DeptID,Descr,Degree Level,Hrly Rate,FTE,CREDIT_HRS_TOTAL,Fees,Matric,Weekly Rate,Biweekly Rate,Yearly Rate,Degree Level Coded,Min.Hrly.Rate.Diff.Fixed,Min.Yearly.Rate.Adjusted,Min.Hrly.Yearly.Rate.Diff,Zero.If.Below.Min.Yearly.Rate,Prop.Diff.To.Min.Yearly.Rate,Zero.If.LE.1.Percent.Prop
93326,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1019.08,8637.48,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
95472,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
97826,9181,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,5,360.15,1834,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
99847,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
99972,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
102717,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
105528,9183,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,9,618.67,3301.2,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
105864,9182,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
106101,9184,0-1253-000,Physics,Doctor of Philosophy,19.867756,0.5,12,1067.2,9495.84,397.36,794.71,15496.85,Doctoral,14.3,11155,4341.85,1,38.90%,1
99862,9550,0-1253-000,Physics,Doctor of Philosophy,19.867816,0.5,12,,,397.36,794.71,15496.9,Doctoral,14.3,11155,4341.9,1,38.90%,1
68832,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
72698,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
78538,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,2,208.7,1582.64,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
80099,9184,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
81225,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
87327,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
92833,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
93007,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
93048,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
95465,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
99606,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
101508,9184,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
105531,9550,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
105621,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
105624,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
105792,9181,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,618.67,3301.2,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
106416,9550,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
106766,9550,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.935897,0.5,9,809.65,7121.88,398.72,797.44,15550,Doctoral,14.3,11155,4395,1,39.40%,1
85472,9183,0-1249-000,Mathematics & Statistics,Doctor of Philosophy,19.941026,0.5,9,809.65,7121.88,398.82,797.64,15554,Doctoral,14.3,11155,4399,1,39.40%,1
17875,9181,0-1776-000,"Ctr Rsrch, Eval, Assess & Meas",Doctor of Philosophy,20,0.5,12,809.56,4404.6,400,800,15600,Doctoral,14.3,11155,4445,1,39.80%,1
101501,9182,0-2105-000,Mechanical Engineering,Doctor of Philosophy,20,0.5,9,633.34,3301.2,400,800,15600,Doctoral,14.3,11155,4445,1,39.80%,1
105725,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20,0.5,12,1086.76,9495.84,400,800,15600,Doctoral,14.3,11155,4445,1,39.80%,1
48086,9183,0-1263-000,Sociology,Doctor of Philosophy,20.02551,0.5,9,618.67,3301.2,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
67176,9183,0-1263-000,Sociology,Doctor of Philosophy,20.02551,0.5,9,618.67,3301.2,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
84716,9183,0-1263-000,Sociology,Doctor of Philosophy,20.02551,0.5,9,809.65,7121.88,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
84867,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.02551,0.5,9,809.65,7121.88,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
85067,9183,0-1263-000,Sociology,Doctor of Philosophy,20.02551,0.5,9,809.65,7121.88,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
92698,9183,0-1255-000,Psychology,Doctor of Philosophy,20.02551,0.5,9,,,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
96349,9183,0-1255-000,Psychology,Doctor of Philosophy,20.02551,0.5,9,618.67,3301.2,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
98817,9183,0-1205-000,Anthropology,Doctor of Philosophy,20.02551,0.5,9,809.65,7121.88,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
99361,9184,0-1255-000,Psychology,Doctor of Philosophy,20.02551,0.5,12,1065.2,9497.84,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
104862,9183,0-1205-000,Anthropology,Doctor of Philosophy,20.02551,0.5,9,839.65,7121.88,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
105239,9183,0-1205-000,Anthropology,Doctor of Philosophy,20.02551,0.5,9,639.67,3301.2,400.51,801.02,15619.9,Doctoral,14.3,11155,4464.9,1,40.00%,1
112289,9183,0-1217-000,Communication,Doctor of Philosophy,20.07825,0.5,9,,,401.57,803.13,15661.04,Doctoral,14.3,11155,4506.04,1,40.40%,1
33610,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
56059,9181,0-1205-000,Anthropology,Doctor of Philosophy,20.128205,0.5,10,683.3,3668,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
65778,9182,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
68147,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,,,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
71103,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
71140,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
73965,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
78741,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
84038,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
84619,9184,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
84712,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
85299,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
85680,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
89850,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
90003,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
90524,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92523,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92525,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92590,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92673,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92880,9184,0-1716-000,Ldrshp Cnsl Adlt Career&Hi Ed,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
92990,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
98452,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99221,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,2,208.7,1582.64,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99229,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99252,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99320,9184,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99344,9183,0-1217-000,Communication,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
99401,9183,0-1217-000,Communication,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
100143,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
103466,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
104899,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105033,9184,0-1235-000,History,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105126,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,623.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105160,9183,0-1217-000,Communication,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105432,9183,0-1205-000,Anthropology,Doctor of Philosophy,20.128205,0.5,9,830.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105483,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,12,812.56,4401.6,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105581,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105604,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
105630,9183,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,618.67,3301.2,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
106065,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,830.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
106678,9550,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,809.65,7121.88,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
109205,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,,,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
109207,9183,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,,,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
111482,9184,0-1231-000,Government & International Aff,Doctor of Philosophy,20.128205,0.5,9,,,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
112150,9550,0-1263-000,Sociology,Doctor of Philosophy,20.128205,0.5,9,,,402.56,805.13,15700,Doctoral,14.3,11155,4545,1,40.70%,1
95811,9184,0-1230-000,School of Geosciences,Doctor of Philosophy,20.12824,0.5,9,,,402.56,805.13,15700.03,Doctoral,14.3,11155,4545.03,1,40.70%,1
63993,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,,,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
84457,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,618.67,3301.2,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
92328,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,618.67,3301.2,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
97180,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
97181,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
99230,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,618.67,3301.2,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
99264,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,618.67,3301.2,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
104841,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
105485,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,618.67,3301.2,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
105522,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
105537,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
105602,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
105805,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,809.65,7121.88,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
112348,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,,,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
112725,9183,0-1217-000,Communication,Doctor of Philosophy,20.128256,0.5,9,,,402.57,805.13,15700.04,Doctoral,14.3,11155,4545.04,1,40.70%,1
72067,9550,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.13,0.5,10,,,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
84967,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.13,0.5,12,1086.76,9495.84,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
85434,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.13,0.5,9,633.34,3301.2,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
86431,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.13,0.5,12,1086.76,9495.84,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
88397,9182,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.13,0.5,12,2173.52,18991.68,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
91598,9182,0-2107-000,Chemical & Biomedical Eng,Doctor of Philosophy,20.13,0.5,9,633.34,3301.2,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
95372,9550,0-2107-000,Chemical & Biomedical Eng,Doctor of Philosophy,20.13,0.5,9,824.32,7121.88,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
101815,9182,0-2107-000,Chemical & Biomedical Eng,Doctor of Philosophy,20.13,0.5,9,824.32,7121.88,402.6,805.2,15701.4,Doctoral,14.3,11155,4546.4,1,40.80%,1
89851,9183,0-1263-000,Sociology,Doctor of Philosophy,20.132051,0.5,9,809.65,7121.88,402.64,805.28,15703,Doctoral,14.3,11155,4548,1,40.80%,1
115361,9550,0-2106-000,Electrical Engr,Doctor of Philosophy,20.132653,0.5,9,,,402.65,805.31,15703.47,Doctoral,14.3,11155,4548.47,1,40.80%,1
53227,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,633.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
58177,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,633.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
63433,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,633.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
68726,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
78470,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,924.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
79130,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,2,211.96,1582.64,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
80776,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,2,311.96,1582.64,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
81288,9182,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85030,9184,0-2106-000,Electrical Engr,Doctor of Philosophy,20.132755,0.5,9,1648.64,14243.76,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85080,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85266,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85269,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85445,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85535,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85798,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,2,211.96,1582.64,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
85984,9182,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
88166,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,733.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
88368,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
88369,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
91177,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.132755,0.5,9,633.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
92827,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
92846,9182,0-2106-000,Electrical Engr,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
93188,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
93493,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1186.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
95378,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,633.34,3301.2,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
95464,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
95481,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
95710,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
98600,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
99751,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1080.76,9501.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
100110,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,776.2,6263.52,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
100202,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
100276,9182,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
100462,9184,0-2106-000,Electrical Engr,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
101496,9184,0-2103-000,Industrial & Mgmt System Eng,Doctor of Philosophy,20.132755,0.5,12,1086.76,9495.84,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
102195,9182,0-2104-000,Civil & Environmental Eng,Doctor of Philosophy,20.132755,0.5,9,824.32,7121.88,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
104724,9184,0-2108-000,Computer Science & Engineering,Doctor of Philosophy,20.132755,0.5,9,,,402.66,805.31,15703.55,Doctoral,14.3,11155,4548.55,1,40.80%,1
